user_id,sessions_2026_01,minutes_2026_01,spend_2026_01,support_calls_2026_01,satisfaction_2026_01,sessions_2026_02,minutes_2026_02,spend_2026_02,support_calls_2026_02,satisfaction_2026_02,sessions_2026_03,minutes_2026_03,spend_2026_03,support_calls_2026_03,satisfaction_2026_03
U0160,19.0,782.2,"644,96 ₽",0.0,"4,69",21.0,1106.2,"784,00 ₽",0.0,"4,58",9.0,297.2,"677,62 ₽",1.0,"4,69"
U0161,18.0,699.1,"387,38 ₽",0.0,"4,40",21.0,724.2,"405,31 ₽",0.0,"4,89",29.0,1395.3,"586,17 ₽",0.0,"4,53"
U0162,35.0,1283.9,"672,31 ₽",0.0,"4,26",31.0,1363.3,"670,23 ₽",1.0,"4,16",27.0,1365.8,"779,56 ₽",0.0,"4,86"
U0163,15.0,813.3,"1 111,45 ₽",1.0,"4,27",15.0,629.2,"1 115,48 ₽",2.0,"3,52",21.0,1002.6,"1 124,44 ₽",1.0,"4,37"
U0164,46.0,1911.1,"893,57 ₽",1.0,"4,22",60.0,2165.7,"964,97 ₽",1.0,"4,55",69.0,1927.3,"990,35 ₽",2.0,"4,04"
U0165,21.0,669.9,"734,09 ₽",2.0,"4,24",23.0,394.5,"646,31 ₽",0.0,"4,78",25.0,,"695,14 ₽",0.0,"4,85"
U0166,16.0,764.1,"607,32 ₽",2.0,"3,95",23.0,976.4,"715,30 ₽",0.0,"4,69",21.0,1013.3,"744,95 ₽",0.0,"4,64"
U0167,15.0,554.2,"763,70 ₽",1.0,"4,72",15.0,573.1,"810,71 ₽",1.0,"4,57",22.0,696.6,"737,64 ₽",0.0,"4,96"
U0168,26.0,1258.3,"1 084,31 ₽",0.0,"4,14",29.0,1769.2,"1 145,85 ₽",,"4,29",28.0,1188.3,"1 046,33 ₽",1.0,"4,21"
U0169,18.0,766.5,"674,75 ₽",1.0,"4,07",29.0,1928.4,"1 006,09 ₽",1.0,"5,00",22.0,686.5,"672,79 ₽",0.0,"4,83"
U0170,4.0,319.6,"636,49 ₽",2.0,"4,04",2.0,71.7,"667,92 ₽",0.0,"4,70",2.0,25.5,"793,35 ₽",0.0,"4,35"
U0171,27.0,396.1,"587,80 ₽",3.0,"3,90",31.0,940.8,"649,60 ₽",0.0,"4,41",35.0,1557.9,"803,19 ₽",2.0,
U0172,14.0,375.4,"739,73 ₽",0.0,"4,69",16.0,480.3,"682,89 ₽",0.0,"4,74",24.0,1031.6,"698,49 ₽",1.0,"4,90"
U0173,42.0,2083.7,"960,39 ₽",0.0,"4,64",55.0,1503.4,"761,61 ₽",1.0,"4,06",65.0,2171.5,"1 062,53 ₽",3.0,"4,10"
U0174,26.0,,"1 105,05 ₽",0.0,"4,37",27.0,817.3,"1 106,83 ₽",0.0,,33.0,1447.4,"1 029,56 ₽",0.0,"4,10"
U0175,,1205.0,"1 044,58 ₽",3.0,"3,96",28.0,935.3,"1 048,86 ₽",2.0,"3,71",41.0,1280.0,"1 020,50 ₽",1.0,"4,71"
U0176,15.0,279.0,"452,47 ₽",2.0,"4,21",20.0,916.9,"446,66 ₽",1.0,"4,35",22.0,601.6,"351,68 ₽",1.0,"5,00"
U0177,17.0,1038.0,"761,86 ₽",1.0,"4,69",16.0,482.7,"748,19 ₽",1.0,"4,63",11.0,731.1,"693,30 ₽",0.0,"5,00"
U0178,21.0,499.7,"631,79 ₽",2.0,"4,71",22.0,1000.5,"682,41 ₽",0.0,"3,85",30.0,1069.4,"779,90 ₽",1.0,"4,64"
U0179,26.0,1450.0,"1 159,38 ₽",2.0,"4,15",25.0,815.5,"1 041,37 ₽",1.0,,24.0,1256.7,"1 071,25 ₽",1.0,"4,36"
U0180,52.0,2700.5,"1 293,88 ₽",2.0,,59.0,2690.2,"1 317,10 ₽",0.0,"5,00",55.0,1619.3,"1 133,40 ₽",0.0,"4,13"
U0181,29.0,1262.4,"667,89 ₽",1.0,"4,48",26.0,1160.3,"840,27 ₽",0.0,"5,00",29.0,1083.7,"641,52 ₽",0.0,"5,00"
U0182,40.0,1609.3,"1 723,70 ₽",0.0,"4,51",51.0,1778.7,"1 663,69 ₽",1.0,"4,35",48.0,2180.1,"1 723,31 ₽",1.0,"4,64"
U0183,34.0,1795.9,"1 071,25 ₽",1.0,"3,61",25.0,1442.5,"1 193,62 ₽",1.0,"4,70",31.0,1331.4,"1 143,29 ₽",1.0,"3,89"
U0184,21.0,654.0,"478,00 ₽",2.0,"4,26",26.0,962.7,"459,66 ₽",1.0,"4,95",28.0,1382.7,"589,01 ₽",0.0,"4,31"
U0185,44.0,1920.5,"886,71 ₽",0.0,"4,75",52.0,2131.6,"1 051,76 ₽",0.0,"4,68",49.0,2033.2,"965,95 ₽",1.0,"4,21"
U0186,24.0,1262.5,"706,02 ₽",1.0,"4,29",21.0,608.7,"744,78 ₽",3.0,"3,88",20.0,803.7,"700,75 ₽",1.0,"4,26"
U0187,25.0,1023.6,"699,01 ₽",0.0,"4,19",23.0,1102.0,"702,99 ₽",1.0,"4,49",27.0,1025.7,"768,36 ₽",1.0,"4,51"
U0188,20.0,1154.1,"639,23 ₽",3.0,"3,77",9.0,228.7,"724,02 ₽",1.0,"4,60",21.0,713.0,"763,70 ₽",0.0,"4,99"
U0189,25.0,1649.0,"785,37 ₽",2.0,"4,01",21.0,693.0,"714,22 ₽",0.0,"4,47",26.0,1602.1,"788,47 ₽",0.0,"4,99"
U0190,28.0,1718.0,"620,62 ₽",0.0,"4,72",31.0,1085.9,"617,03 ₽",0.0,"4,81",29.0,1489.3,"675,60 ₽",0.0,"4,97"
U0191,53.0,2312.4,"961,47 ₽",1.0,"4,47",49.0,2627.2,"1 171,90 ₽",3.0,"3,58",56.0,2259.6,,2.0,"4,13"
U0192,17.0,565.4,"764,23 ₽",1.0,"4,14",20.0,833.3,"752,80 ₽",1.0,"4,73",14.0,507.3,"662,47 ₽",0.0,"4,63"
U0193,18.0,575.9,"325,82 ₽",2.0,"3,68",21.0,713.2,"477,08 ₽",0.0,"4,58",21.0,1162.5,"560,74 ₽",0.0,"4,28"
U0194,38.0,1713.4,"1 715,41 ₽",1.0,"4,61",47.0,1875.9,"1 591,85 ₽",1.0,"3,89",44.0,1553.8,"1 720,56 ₽",0.0,"4,81"
U0195,8.0,216.1,"1 083,21 ₽",0.0,"4,73",9.0,244.8,"1 176,74 ₽",0.0,"4,47",16.0,589.9,"1 219,25 ₽",1.0,"4,46"
U0196,14.0,365.8,"376,07 ₽",2.0,"5,00",19.0,848.5,"435,86 ₽",0.0,"3,80",19.0,1060.4,"468,04 ₽",1.0,"4,64"
U0197,13.0,793.7,"1 134,62 ₽",0.0,"4,81",15.0,493.9,"1 029,09 ₽",1.0,"3,41",11.0,482.7,"1 132,98 ₽",0.0,"5,00"
U0198,62.0,2170.9,"939,75 ₽",0.0,"5,00",72.0,2899.9,"1 151,88 ₽",2.0,"3,87",72.0,2569.7,"1 046,13 ₽",1.0,"4,86"
U0199,22.0,852.5,"698,15 ₽",0.0,"4,28",19.0,639.1,"739,54 ₽",0.0,"4,59",16.0,,"753,85 ₽",0.0,"5,00"
U0200,24.0,934.1,,0.0,"4,41",23.0,1010.5,"698,35 ₽",0.0,"5,00",23.0,1381.9,"744,09 ₽",0.0,"4,92"
U0201,15.0,576.8,"406,81 ₽",1.0,"4,15",17.0,667.4,"432,62 ₽",1.0,"4,41",13.0,319.5,"424,73 ₽",0.0,"5,00"
U0202,50.0,2568.9,"1 220,81 ₽",2.0,"3,88",51.0,2317.6,"1 121,03 ₽",2.0,"4,12",44.0,2138.8,"1 167,75 ₽",1.0,"4,18"
U0203,36.0,1860.3,"1 056,32 ₽",1.0,"4,09",31.0,1255.2,"1 154,07 ₽",1.0,"3,90",34.0,1856.7,"1 061,70 ₽",2.0,"3,87"
U0204,45.0,2331.8,"1 043,57 ₽",0.0,"3,89",61.0,1539.6,"815,51 ₽",3.0,"4,06",58.0,2476.1,"1 092,05 ₽",0.0,"4,85"
U0205,36.0,1178.3,"775,05 ₽",1.0,"3,76",42.0,1450.2,"766,73 ₽",1.0,"4,87",45.0,1656.5,"859,70 ₽",2.0,"4,13"
U0206,19.0,611.0,"444,97 ₽",1.0,"5,00",17.0,891.4,"420,32 ₽",2.0,"3,80",19.0,1108.1,"610,12 ₽",0.0,"4,96"
U0207,40.0,2261.3,"1 077,97 ₽",1.0,"4,36",42.0,1487.9,"792,38 ₽",,"3,88",43.0,2059.9,"927,96 ₽",0.0,"4,47"
U0208,23.0,975.7,"1 694,35 ₽",0.0,,31.0,1011.3,"1 730,19 ₽",3.0,"3,54",30.0,1177.7,"1 698,46 ₽",1.0,"4,86"
U0209,6.0,312.2,"766,22 ₽",0.0,"4,41",14.0,907.1,"746,37 ₽",2.0,"3,49",8.0,402.7,"665,90 ₽",0.0,"4,18"
U0210,45.0,1965.2,"974,29 ₽",2.0,"3,39",52.0,1938.3,"805,58 ₽",0.0,"4,79",55.0,2330.3,"1 022,02 ₽",1.0,"4,18"
U0211,32.0,1008.6,"1 024,33 ₽",1.0,"4,35",45.0,1612.2,"1 084,92 ₽",1.0,"4,79",52.0,1601.3,"1 140,67 ₽",,"4,14"
U0212,20.0,432.2,"631,18 ₽",0.0,"4,48",27.0,1046.9,"732,09 ₽",0.0,"4,83",30.0,778.8,"755,04 ₽",0.0,"4,47"
U0213,15.0,943.5,"650,33 ₽",0.0,"5,00",11.0,436.1,"699,02 ₽",0.0,"4,58",19.0,837.0,"646,04 ₽",2.0,"4,28"
U0214,9.0,307.0,"502,86 ₽",0.0,"5,00",11.0,767.3,"451,29 ₽",0.0,"4,73",26.0,1021.2,"521,36 ₽",1.0,"3,95"
U0215,28.0,1160.7,"790,76 ₽",0.0,"5,00",31.0,1563.2,"870,10 ₽",1.0,"4,60",42.0,1875.3,"788,23 ₽",0.0,"4,26"
U0216,28.0,1141.4,"490,07 ₽",0.0,"4,46",31.0,791.5,"426,80 ₽",2.0,"3,54",34.0,1160.2,"530,11 ₽",0.0,"4,50"
U0217,11.0,422.4,"732,93 ₽",2.0,"4,35",25.0,1115.1,"678,89 ₽",0.0,"4,99",,955.7,"724,07 ₽",0.0,"4,02"
U0218,24.0,932.3,"679,30 ₽",1.0,"4,18",21.0,827.0,"623,28 ₽",0.0,"4,97",18.0,699.8,"675,60 ₽",2.0,"4,90"
U0219,41.0,1206.4,"660,74 ₽",0.0,"4,85",48.0,1962.4,"980,52 ₽",0.0,"4,76",43.0,2498.0,"952,23 ₽",1.0,"4,44"
U0220,22.0,1097.7,"703,51 ₽",1.0,"4,11",33.0,1742.1,"778,20 ₽",0.0,"4,35",24.0,1255.6,"753,36 ₽",0.0,"4,47"
U0221,27.0,1437.8,"773,38 ₽",0.0,"4,59",27.0,1555.0,"748,42 ₽",0.0,"5,00",29.0,1460.8,"773,68 ₽",0.0,"4,32"
U0222,38.0,913.2,"472,28 ₽",0.0,"4,97",34.0,993.5,"510,96 ₽",0.0,"4,74",46.0,1599.1,"577,70 ₽",0.0,"3,72"
U0223,43.0,2044.9,"866,34 ₽",0.0,"4,36",48.0,2077.3,"916,41 ₽",0.0,"4,21",48.0,2278.4,"778,98 ₽",0.0,"4,03"
U0224,23.0,825.8,"705,53 ₽",0.0,"4,84",19.0,,"710,91 ₽",0.0,"5,00",21.0,1023.5,"683,78 ₽",0.0,"5,00"
U0225,14.0,785.1,"709,77 ₽",2.0,"3,77",23.0,1054.6,"667,89 ₽",1.0,"4,41",23.0,935.1,"740,13 ₽",0.0,"4,52"
U0226,35.0,1073.5,"735,57 ₽",1.0,"3,77",22.0,915.5,"668,23 ₽",0.0,"4,69",38.0,1327.5,"695,12 ₽",2.0,"3,57"
U0227,28.0,940.0,"428,73 ₽",0.0,"4,27",24.0,1080.7,"477,30 ₽",1.0,"4,57",27.0,1174.2,"501,63 ₽",2.0,"3,93"
U0228,8.0,479.6,"389,93 ₽",1.0,"5,00",13.0,369.9,"385,13 ₽",1.0,"4,23",17.0,646.1,"289,12 ₽",2.0,"3,93"
U0229,20.0,522.1,"1 039,90 ₽",0.0,"5,00",19.0,1295.9,"1 009,84 ₽",0.0,"4,11",29.0,1243.7,"1 064,06 ₽",0.0,"4,65"
U0230,17.0,904.5,"638,87 ₽",0.0,"4,05",23.0,1287.8,"789,50 ₽",1.0,,34.0,1771.7,"892,93 ₽",0.0,"4,93"
U0231,22.0,836.3,"812,06 ₽",0.0,"5,00",11.0,442.2,"679,95 ₽",0.0,"4,35",23.0,1168.2,"778,08 ₽",0.0,"4,67"
U0232,18.0,894.2,"698,94 ₽",0.0,,11.0,235.6,"800,53 ₽",0.0,"4,36",23.0,1391.0,"732,30 ₽",,"5,00"
U0233,23.0,1331.3,"609,77 ₽",1.0,"5,00",29.0,1449.6,"634,15 ₽",0.0,"4,63",28.0,1226.7,"568,57 ₽",0.0,"3,55"
U0234,41.0,1667.3,"776,51 ₽",2.0,"3,61",36.0,1400.0,"681,21 ₽",0.0,"5,00",41.0,2438.1,"961,23 ₽",0.0,"4,64"
U0235,19.0,636.2,"380,55 ₽",1.0,"3,96",19.0,419.9,"355,25 ₽",0.0,"4,92",25.0,1167.1,"603,99 ₽",2.0,"3,90"
U0236,40.0,1283.3,"676,79 ₽",0.0,"4,98",,2569.9,"1 079,04 ₽",1.0,"4,31",51.0,2828.3,"1 137,21 ₽",3.0,"3,77"
U0237,17.0,863.0,"1 693,97 ₽",0.0,"4,85",14.0,641.8,"1 776,69 ₽",1.0,"4,48",20.0,1015.7,"1 571,93 ₽",0.0,"4,96"
U0238,21.0,441.4,"442,26 ₽",0.0,"4,16",15.0,633.3,"367,81 ₽",0.0,"4,38",19.0,748.9,"395,82 ₽",0.0,"4,57"
U0239,48.0,2363.7,"881,47 ₽",0.0,"3,72",48.0,2531.6,"929,30 ₽",1.0,"4,42",60.0,2222.8,"878,40 ₽",2.0,"3,99"
U0240,26.0,1046.3,"692,09 ₽",2.0,"4,31",33.0,1137.9,"728,75 ₽",1.0,"5,00",36.0,1369.7,"804,11 ₽",1.0,"3,87"
U0241,25.0,484.7,"1 116,42 ₽",0.0,"4,14",29.0,1160.3,"1 079,82 ₽",1.0,"4,33",38.0,1653.1,"1 191,84 ₽",2.0,"4,00"
U0242,15.0,799.1,"699,21 ₽",1.0,"4,13",15.0,727.9,"703,15 ₽",2.0,"4,32",20.0,801.3,"691,94 ₽",2.0,"3,91"
U0243,50.0,2125.8,"1 015,76 ₽",0.0,"4,46",55.0,3157.8,"1 346,76 ₽",1.0,"4,50",67.0,2691.2,"1 261,73 ₽",1.0,"3,56"
U0244,16.0,919.8,"437,05 ₽",1.0,"4,34",,1164.2,"501,60 ₽",2.0,"4,24",10.0,295.3,"377,63 ₽",0.0,"4,75"
U0245,12.0,493.9,"1 165,68 ₽",0.0,"4,64",17.0,712.2,"1 179,63 ₽",0.0,"4,77",19.0,776.1,"1 001,82 ₽",0.0,"4,14"
U0246,57.0,2700.0,"1 106,46 ₽",0.0,"3,99",49.0,2959.8,"1 201,33 ₽",0.0,"4,67",58.0,2805.2,"1 098,30 ₽",0.0,"4,60"
U0247,3.0,19.2,"753,88 ₽",0.0,"4,66",8.0,382.8,"731,72 ₽",0.0,"4,13",5.0,204.7,"678,65 ₽",2.0,"4,38"
U0248,32.0,1087.8,"519,39 ₽",3.0,"3,93",33.0,1775.8,"642,45 ₽",1.0,"3,78",31.0,1658.3,"698,74 ₽",0.0,"4,49"
U0249,7.0,308.4,"752,80 ₽",0.0,"5,00",14.0,657.3,"759,56 ₽",1.0,"4,39",2.0,171.3,"689,50 ₽",0.0,"4,48"
U0250,12.0,349.3,"633,55 ₽",0.0,"4,45",3.0,155.5,"641,80 ₽",0.0,"4,48",5.0,190.1,"663,18 ₽",0.0,"4,94"
U0251,19.0,464.5,"648,68 ₽",0.0,"4,56",21.0,927.9,"781,88 ₽",1.0,"3,66",11.0,537.0,"657,77 ₽",0.0,"4,50"
U0252,31.0,989.0,"697,21 ₽",0.0,"4,89",32.0,1539.2,"758,55 ₽",0.0,"4,92",37.0,1488.1,"723,56 ₽",1.0,"4,81"
U0253,29.0,,"623,17 ₽",1.0,"3,90",27.0,787.8,"447,88 ₽",,"4,42",27.0,757.6,"494,74 ₽",0.0,"4,46"
U0254,33.0,1929.4,"978,46 ₽",0.0,"4,77",34.0,1481.9,"725,22 ₽",0.0,"4,83",44.0,1752.3,"908,77 ₽",0.0,"4,82"
U0255,28.0,1418.2,,2.0,"4,30",37.0,1362.5,"818,59 ₽",1.0,"3,78",32.0,725.4,"807,09 ₽",0.0,"4,80"
U0256,20.0,707.3,"316,45 ₽",1.0,"4,18",17.0,670.2,"412,81 ₽",3.0,"3,95",22.0,1036.7,"551,78 ₽",2.0,"4,09"
U0257,30.0,913.0,"1 752,91 ₽",1.0,,27.0,1341.5,"1 716,55 ₽",0.0,"4,00",35.0,1145.0,"1 729,71 ₽",0.0,"4,49"
U0258,26.0,1245.3,"678,58 ₽",0.0,"4,39",17.0,920.6,"487,24 ₽",0.0,"4,83",30.0,1259.5,"633,35 ₽",0.0,"4,94"
U0259,16.0,416.7,"806,98 ₽",0.0,"4,40",21.0,,"661,59 ₽",0.0,"4,79",19.0,1054.7,"745,56 ₽",1.0,"4,06"
U0260,59.0,2968.4,"1 122,43 ₽",1.0,"3,99",56.0,2308.4,"1 094,82 ₽",2.0,"3,67",72.0,2053.2,"964,44 ₽",3.0,"3,85"
U0261,54.0,2800.7,"1 420,06 ₽",2.0,"3,84",59.0,2371.0,"1 191,87 ₽",1.0,"4,19",62.0,2490.6,"1 142,47 ₽",2.0,"3,59"
U0262,23.0,994.6,"427,62 ₽",1.0,"4,09",36.0,968.6,"498,70 ₽",1.0,"4,55",25.0,1605.9,"687,76 ₽",2.0,"3,94"
U0263,10.0,325.8,"444,21 ₽",1.0,"4,74",8.0,282.0,"397,88 ₽",1.0,"4,39",17.0,1014.5,"479,34 ₽",0.0,"4,90"
U0264,34.0,874.9,"795,38 ₽",3.0,"2,93",42.0,1978.4,"993,75 ₽",3.0,"4,15",41.0,2086.9,"797,86 ₽",1.0,"4,16"
U0265,27.0,1481.9,"1 074,95 ₽",0.0,"4,58",27.0,1366.0,"1 175,83 ₽",1.0,"4,44",29.0,1288.4,"1 117,19 ₽",2.0,"4,19"
U0266,16.0,633.8,"354,06 ₽",1.0,"4,69",11.0,391.5,"424,14 ₽",0.0,"4,42",14.0,728.9,"490,00 ₽",1.0,"4,03"
U0267,10.0,,"635,68 ₽",0.0,"4,68",18.0,1046.9,"569,36 ₽",1.0,"4,24",18.0,788.2,"690,96 ₽",0.0,"4,73"
U0268,22.0,929.7,"654,00 ₽",1.0,"4,25",27.0,976.7,"665,93 ₽",1.0,"4,10",30.0,1919.0,"1 011,67 ₽",1.0,"4,26"
U0269,21.0,748.9,"1 157,37 ₽",1.0,"4,47",20.0,656.5,"1 086,65 ₽",0.0,"4,39",20.0,989.3,"1 045,40 ₽",0.0,"4,55"
U0270,34.0,1193.1,"1 174,03 ₽",0.0,"5,00",34.0,1379.6,"1 072,42 ₽",2.0,"4,12",37.0,1551.2,"1 116,81 ₽",0.0,"4,66"
U0271,,390.1,"398,23 ₽",1.0,"3,97",16.0,693.3,"407,95 ₽",0.0,"4,47",13.0,582.5,"446,59 ₽",2.0,"3,89"
U0272,40.0,886.3,,1.0,"4,24",48.0,1789.9,"740,98 ₽",2.0,"4,18",48.0,1985.3,"805,79 ₽",0.0,"4,08"
U0273,12.0,442.9,"687,29 ₽",0.0,"4,83",18.0,982.5,"696,12 ₽",1.0,"4,53",11.0,433.4,"655,31 ₽",0.0,"4,36"
U0274,34.0,1197.8,"718,49 ₽",1.0,"4,23",25.0,1460.2,"811,56 ₽",0.0,"4,69",34.0,942.6,"678,85 ₽",1.0,"4,38"
U0275,15.0,715.4,"623,25 ₽",0.0,"5,00",27.0,843.4,"746,05 ₽",1.0,"4,26",26.0,906.3,"711,41 ₽",1.0,"4,33"
U0276,72.0,2409.9,"1 688,37 ₽",0.0,"4,74",72.0,3578.1,"1 613,07 ₽",1.0,"4,40",82.0,2911.2,"1 737,21 ₽",1.0,"4,06"
U0277,35.0,861.4,"1 087,19 ₽",0.0,"5,00",43.0,2340.8,"1 179,54 ₽",1.0,"4,41",43.0,2098.2,"1 094,20 ₽",0.0,"4,75"
U0278,28.0,883.5,"1 032,15 ₽",0.0,"5,00",38.0,1830.8,"1 080,88 ₽",0.0,"4,02",48.0,1571.6,"1 107,64 ₽",1.0,"4,38"
U0279,22.0,1329.7,"591,50 ₽",0.0,"4,46",22.0,946.9,"496,39 ₽",0.0,"5,00",20.0,830.9,"412,22 ₽",1.0,"4,67"
U0280,34.0,1929.5,"1 730,25 ₽",0.0,"4,89",29.0,868.6,"1 616,12 ₽",1.0,"4,43",33.0,1631.6,"1 715,96 ₽",1.0,"4,37"
U0281,41.0,1669.3,"1 118,19 ₽",1.0,"4,44",39.0,1478.7,"1 124,11 ₽",0.0,"4,69",44.0,1838.3,"1 140,37 ₽",2.0,"4,08"
U0282,18.0,959.5,"415,71 ₽",0.0,"4,90",20.0,703.5,"408,41 ₽",0.0,"4,64",20.0,743.3,"366,03 ₽",0.0,"4,81"
U0283,41.0,1287.0,"1 110,38 ₽",,"4,29",42.0,1178.9,"1 188,47 ₽",0.0,"4,05",41.0,1225.8,"1 132,51 ₽",0.0,"4,37"
U0284,26.0,1231.2,"691,42 ₽",0.0,"4,45",35.0,2554.2,"1 021,39 ₽",0.0,"5,00",27.0,1771.1,"950,07 ₽",0.0,"4,51"
U0285,25.0,1088.7,"620,79 ₽",0.0,"5,00",29.0,752.9,"558,46 ₽",1.0,"4,47",34.0,1315.1,"575,82 ₽",1.0,"4,98"
U0286,22.0,,"1 777,92 ₽",0.0,"4,76",22.0,796.0,"1 687,29 ₽",0.0,"4,51",25.0,1300.9,"1 705,87 ₽",0.0,"4,59"
U0287,29.0,581.9,"1 132,34 ₽",1.0,"4,90",26.0,1796.5,"1 080,94 ₽",1.0,"4,17",24.0,1073.4,"1 127,09 ₽",1.0,"4,42"
U0288,127.0,5725.2,"2 188,84 ₽",0.0,"4,63",134.0,7280.6,"2 653,60 ₽",0.0,"4,25",142.0,7659.0,"2 763,03 ₽",4.0,"3,05"
U0289,36.0,1733.4,"1 659,41 ₽",2.0,"4,56",46.0,1954.2,"1 609,36 ₽",2.0,"3,06",41.0,1723.3,"1 636,82 ₽",1.0,"4,59"
U0290,61.0,2488.3,"1 114,62 ₽",2.0,"4,33",69.0,3218.3,"1 384,40 ₽",0.0,"5,00",84.0,3682.1,"1 405,53 ₽",0.0,"4,02"
U0291,46.0,1740.3,"1 707,63 ₽",0.0,"4,32",47.0,2093.6,"1 746,30 ₽",2.0,"4,49",43.0,2013.2,"1 806,59 ₽",1.0,"3,74"
U0292,23.0,1105.3,"494,52 ₽",1.0,"4,17",24.0,1283.2,"540,19 ₽",0.0,"4,88",,991.9,"572,22 ₽",1.0,"4,07"
U0293,18.0,619.2,"683,64 ₽",1.0,"4,52",24.0,1493.7,"814,53 ₽",0.0,"4,65",30.0,994.8,"769,82 ₽",0.0,"4,54"
U0294,48.0,1064.6,"744,53 ₽",1.0,"4,41",50.0,2551.2,"1 066,93 ₽",0.0,"4,78",44.0,1377.7,"794,96 ₽",1.0,"4,17"
U0295,24.0,1159.9,"669,41 ₽",1.0,"4,00",,1133.8,"706,09 ₽",0.0,"4,36",22.0,881.8,"707,30 ₽",2.0,"4,67"
U0296,16.0,971.0,"1 117,96 ₽",1.0,"4,66",19.0,864.7,"1 070,23 ₽",0.0,"4,32",32.0,1265.0,"1 085,22 ₽",1.0,"4,09"
U0297,9.0,,"350,34 ₽",1.0,"4,33",13.0,385.8,"449,37 ₽",0.0,"4,20",18.0,851.6,"543,98 ₽",0.0,"5,00"
U0298,14.0,726.8,"1 069,36 ₽",,"4,21",19.0,974.7,"1 117,35 ₽",0.0,"4,98",13.0,616.3,"1 146,73 ₽",1.0,"4,68"
U0299,4.0,237.1,"713,52 ₽",0.0,"4,55",17.0,441.5,"643,92 ₽",0.0,"4,74",9.0,490.5,"695,96 ₽",0.0,"4,25"
U0300,29.0,940.0,"1 083,91 ₽",0.0,"5,00",31.0,1217.7,"1 015,36 ₽",1.0,"4,26",36.0,1389.3,"1 150,59 ₽",1.0,"3,84"
U0301,13.0,514.8,"586,66 ₽",1.0,"4,43",14.0,255.4,"681,26 ₽",0.0,"4,73",13.0,187.7,"721,89 ₽",0.0,"4,36"
U0302,28.0,1220.5,"733,59 ₽",0.0,"4,76",27.0,1323.5,"719,95 ₽",1.0,"4,56",28.0,1090.5,"674,11 ₽",3.0,"3,62"
U0303,23.0,756.3,"712,39 ₽",0.0,"4,51",19.0,753.1,"642,72 ₽",0.0,"4,15",23.0,688.2,"620,98 ₽",1.0,"4,72"
U0304,34.0,1565.4,"1 091,31 ₽",0.0,"4,18",31.0,1145.9,"1 141,58 ₽",0.0,"4,56",30.0,1389.2,"1 062,56 ₽",0.0,"4,68"
U0305,26.0,1095.6,"532,52 ₽",1.0,"4,06",18.0,903.9,"445,40 ₽",2.0,"3,77",31.0,1015.0,"539,59 ₽",1.0,"5,00"
U0306,27.0,1386.4,"721,04 ₽",0.0,"4,57",37.0,1576.8,"820,58 ₽",0.0,"4,18",34.0,1254.0,"723,59 ₽",1.0,"4,49"
U0307,61.0,2746.4,"1 820,23 ₽",2.0,"4,29",58.0,3603.0,"1 773,05 ₽",2.0,"4,55",73.0,3271.6,"1 612,86 ₽",,"4,35"
U0308,24.0,1289.6,"640,96 ₽",0.0,"3,96",35.0,1652.9,"751,33 ₽",1.0,"4,24",29.0,1547.0,"713,36 ₽",2.0,"3,66"
U0309,62.0,3236.8,"1 251,72 ₽",1.0,"3,85",63.0,3581.2,"1 395,27 ₽",2.0,"4,02",74.0,2471.5,"1 025,40 ₽",0.0,"4,18"
U0310,36.0,1894.8,"909,53 ₽",2.0,"4,25",34.0,1423.8,"787,08 ₽",1.0,"4,63",41.0,2160.6,"992,66 ₽",1.0,"3,81"
U0311,14.0,582.9,"721,37 ₽",1.0,"4,41",12.0,443.8,"637,16 ₽",,"4,96",22.0,753.9,"675,17 ₽",0.0,"5,00"
U0312,17.0,723.0,"394,93 ₽",0.0,"4,40",25.0,832.3,"486,94 ₽",1.0,"4,11",24.0,1023.9,"525,81 ₽",1.0,"4,71"
U0313,26.0,739.6,"1 065,93 ₽",0.0,"4,92",14.0,592.1,"1 063,51 ₽",1.0,"4,32",25.0,678.4,"1 025,28 ₽",0.0,"5,00"
U0314,40.0,1533.0,"1 668,35 ₽",1.0,"4,19",39.0,1859.8,"1 709,69 ₽",3.0,"4,19",40.0,1711.9,"1 735,81 ₽",1.0,"4,91"
U0315,35.0,1812.0,"923,09 ₽",4.0,"3,77",37.0,1357.6,"790,95 ₽",1.0,"5,00",38.0,1696.1,"942,22 ₽",3.0,"4,15"
U0316,50.0,1792.8,"902,69 ₽",3.0,"3,90",40.0,2030.2,"964,33 ₽",0.0,"4,91",45.0,2129.6,"960,90 ₽",1.0,"4,83"
U0317,12.0,452.0,"677,75 ₽",1.0,"4,42",17.0,769.2,"730,64 ₽",0.0,"5,00",14.0,575.2,"723,60 ₽",0.0,"4,19"
U0318,16.0,721.4,"627,43 ₽",0.0,"4,55",21.0,849.0,"718,19 ₽",2.0,"4,59",14.0,537.5,"607,54 ₽",2.0,"4,21"
U0319,17.0,937.9,"414,99 ₽",1.0,"4,14",15.0,934.4,"474,20 ₽",0.0,"4,77",17.0,898.6,"446,23 ₽",1.0,"4,20"
U0320,29.0,1050.0,"1 149,62 ₽",1.0,"4,90",34.0,1368.7,"1 107,33 ₽",1.0,"4,39",30.0,964.1,"1 178,19 ₽",2.0,"3,89"
