order_id,order_date,customer_id,product_id,quantity,discount,channel,delivery_days
ORD-10402,2025-07-08,C0161,P011,1,0.05,Онлайн,6
ORD-10403,2025-07-21,C0049,P008,3,0.0,Онлайн,6
ORD-10404,2025-02-04,C0104,P012,1,0.15,Онлайн,3
ORD-10405,2025-11-11,C0065,P006,5,0.0,Онлайн,6
ORD-10406,2025-12-28,C0006,P012,2,0.1,Магазин,4
ORD-10407,2025-07-27,C0159,P005,5,0.15,Магазин,4
ORD-10408,2025-07-26,C0095,P006,4,0.15,Онлайн,7
ORD-10409,2025-01-10,C0014,P008,6,0.05,Магазин,7
ORD-10410,2025-10-25,C0179,P004,1,0.15,Партнёр,7
ORD-10411,2025-03-22,C0136,P008,3,0.1,Онлайн,8
ORD-10412,2025-07-12,C0025,P006,1,0.0,Магазин,5
ORD-10413,2025-04-25,C0039,P010,5,0.1,Онлайн,4
ORD-10414,2025-06-15,C0070,P007,6,0.0,Магазин,3
ORD-10415,2025-10-22,C0153,P001,4,0.1,Онлайн,5
ORD-10416,2025-10-02,C0139,P005,6,0.05,Онлайн,6
ORD-10417,2025-08-10,C0022,P004,2,0.05,Магазин,4
ORD-10418,2025-11-26,C0030,P001,1,0.15,Магазин,6
ORD-10419,2025-06-12,C0006,P006,4,0.05,Магазин,4
ORD-10420,2025-02-09,C0167,P010,2,0.1,Онлайн,4
ORD-10421,2025-12-22,C0177,P012,5,0.05,Онлайн,4
ORD-10422,2025-07-10,C0133,P002,2,0.05,Онлайн,7
ORD-10423,2025-10-04,C0124,P005,4,0.1,Онлайн,8
ORD-10424,2025-08-12,C0009,P003,5,0.05,Онлайн,7
ORD-10425,2025-10-04,C0038,P005,4,0.0,Онлайн,5
ORD-10426,2025-09-20,C0068,P008,3,0.05,Магазин,5
ORD-10427,2025-07-15,C0137,P004,6,0.1,Онлайн,6
ORD-10428,2025-12-24,C0075,P009,4,0.05,Онлайн,8
ORD-10429,2025-11-01,C0023,P011,3,0.1,Партнёр,4
ORD-10430,2025-10-01,C0112,P011,3,0.0,Онлайн,2
ORD-10431,2025-11-18,C0040,P002,2,0.05,Онлайн,4
ORD-10432,2025-02-15,C0030,P003,1,0.1,Онлайн,8
ORD-10433,2025-05-01,C0040,P005,1,0.2,Онлайн,4
ORD-10434,2025-03-12,C0027,P011,6,0.1,Магазин,9
ORD-10435,2025-09-25,C0016,P005,6,0.0,Магазин,6
ORD-10436,2025-02-15,C0070,P006,6,0.0,Партнёр,5
ORD-10437,2025-09-01,C0117,P004,6,0.0,Партнёр,5
ORD-10438,2025-08-12,C0127,P011,1,0.1,Магазин,5
ORD-10439,2025-05-01,C0028,P010,2,0.15,Онлайн,4
ORD-10440,2025-10-12,C0180,P007,1,0.0,Магазин,3
ORD-10441,2025-03-03,C0107,P004,5,0.1,Онлайн,6
ORD-10442,2025-07-07,C0107,P007,2,0.1,Партнёр,7
ORD-10443,2025-10-15,C0085,P009,2,0.0,Онлайн,5
ORD-10444,2025-02-26,C0178,P011,2,0.15,Онлайн,4
ORD-10445,2025-09-29,C0076,P002,2,0.15,Партнёр,7
ORD-10446,2025-12-06,C0028,P002,5,0.0,Партнёр,5
ORD-10447,2025-03-13,C0061,P009,1,0.0,Онлайн,7
ORD-10448,2025-02-23,C0144,P008,6,0.0,Магазин,5
ORD-10449,2025-12-05,C0098,P005,2,0.05,Магазин,4
ORD-10450,2025-04-04,C0085,P003,4,0.0,Партнёр,5
ORD-10451,2025-05-27,C0148,P003,4,0.1,Магазин,3
ORD-10452,2025-03-05,C0111,P010,2,0.0,Магазин,8
ORD-10453,2025-09-30,C0044,P006,1,0.1,Онлайн,3
ORD-10454,2025-08-09,C0143,P012,5,0.05,Онлайн,5
ORD-10455,2025-01-19,C0086,P010,4,0.0,Партнёр,6
ORD-10456,2025-08-15,C0150,P008,4,0.0,Магазин,7
ORD-10457,2025-05-25,C0140,P008,4,0.0,Онлайн,6
ORD-10458,2025-04-05,C0053,P004,6,0.1,Магазин,4
ORD-10459,2025-11-16,C0128,P010,6,0.0,Онлайн,6
ORD-10460,2025-05-08,C0134,P008,3,0.1,Онлайн,6
ORD-10461,2025-05-23,C0049,P011,6,0.1,Онлайн,5
ORD-10462,2025-05-18,C0012,P005,2,0.0,Партнёр,6
ORD-10463,2025-09-19,C0112,P011,1,0.0,Магазин,2
ORD-10464,2025-03-28,C0167,P009,5,0.05,Магазин,4
ORD-10465,2025-03-06,C0083,P004,4,0.15,Онлайн,6
ORD-10466,2025-06-28,C0018,P010,4,0.15,Магазин,4
ORD-10467,2025-03-14,C0028,P011,2,0.0,Магазин,3
ORD-10468,2025-02-20,C0045,P002,6,0.05,Онлайн,4
ORD-10469,2025-08-26,C0033,P002,5,0.05,Онлайн,6
ORD-10470,2025-01-26,C0147,P007,5,0.15,Партнёр,8
ORD-10471,2025-01-03,C0110,P002,4,0.0,Онлайн,6
ORD-10472,2025-04-02,C0119,P004,5,0.1,Онлайн,4
ORD-10473,2025-06-19,C0082,P009,4,0.15,Партнёр,7
ORD-10474,2025-03-06,C0154,P005,6,0.05,Онлайн,8
ORD-10475,2025-04-28,C0071,P008,2,0.0,Партнёр,4
ORD-10476,2025-01-20,C0173,P009,5,0.1,Магазин,6
ORD-10477,2025-09-17,C0117,P006,2,0.2,Онлайн,4
ORD-10478,2025-05-18,C0129,P008,4,0.05,Магазин,3
ORD-10479,2025-10-06,C0122,P010,2,0.0,Онлайн,5
ORD-10480,2025-10-20,C0060,P010,3,0.0,Онлайн,5
ORD-10481,2025-04-03,C0024,P008,5,0.2,Онлайн,6
ORD-10482,2025-07-17,C0018,P009,1,0.1,Магазин,6
ORD-10483,2025-07-25,C0011,P001,5,0.05,Онлайн,5
ORD-10484,2025-06-20,C0180,P001,1,0.15,Магазин,2
ORD-10485,2025-01-25,C0129,P002,6,0.0,Онлайн,4
ORD-10486,2025-04-20,C0064,P010,1,0.0,Онлайн,6
ORD-10487,2025-11-08,C0011,P010,6,0.05,Партнёр,5
ORD-10488,2025-12-11,C0026,P001,5,0.1,Магазин,9
ORD-10489,2025-01-25,C0034,P007,1,,Партнёр,5
ORD-10490,2025-03-05,C0128,P007,6,0.1,Онлайн,7
ORD-10491,2025-09-27,C0066,P009,1,0.05,Партнёр,5
ORD-10492,2025-10-25,C0089,P010,2,0.0,Онлайн,7
ORD-10493,2025-02-23,C0156,P002,1,0.05,Онлайн,6
ORD-10494,2025-03-31,C0100,P006,5,0.1,Онлайн,8
ORD-10495,2025-07-31,C0017,P007,1,0.2,Магазин,5
ORD-10496,2025-10-24,C0166,P009,4,0.15,Онлайн,5
ORD-10497,2025-03-27,C0012,P003,1,0.0,Онлайн,8
ORD-10498,2025-12-21,C0143,P012,4,0.0,Магазин,3
ORD-10499,2025-08-11,C0003,P010,2,0.05,Онлайн,5
ORD-10500,2025-01-13,C0137,P004,5,0.0,Магазин,3
ORD-10501,2025-06-20,C0036,P004,4,0.05,Онлайн,7
ORD-10502,2025-02-18,C0094,P005,1,0.0,Онлайн,5
ORD-10503,2025-03-30,C0052,P003,3,0.05,Партнёр,3
ORD-10504,2025-09-18,C0166,P010,2,0.0,Онлайн,5
ORD-10505,2025-04-13,C0145,P008,6,0.05,Партнёр,10
ORD-10506,2025-05-31,C0049,P012,3,0.0,Магазин,1
ORD-10507,2025-10-23,C0056,P004,4,0.0,Онлайн,4
ORD-10508,2025-04-19,C0013,P001,3,0.05,Онлайн,5
ORD-10509,2025-12-24,C0138,P005,6,0.0,Партнёр,7
ORD-10510,2025-03-05,C0116,P009,5,0.1,Магазин,6
ORD-10511,2025-06-01,C0097,P002,2,0.0,Магазин,4
ORD-10512,2025-01-13,C0050,P002,1,0.0,Магазин,5
ORD-10513,2025-02-19,C0076,P001,1,0.05,Онлайн,6
ORD-10514,2025-09-23,C0105,P007,3,0.05,Партнёр,4
ORD-10515,2025-12-16,C0090,P011,3,0.0,Партнёр,6
ORD-10516,2025-06-12,C0047,P011,6,0.1,Онлайн,6
ORD-10517,2025-03-17,C0005,P006,4,0.0,Партнёр,5
ORD-10518,2025-07-13,C0099,P010,4,0.05,Онлайн,5
ORD-10519,2025-11-13,C0019,P002,1,0.05,Онлайн,7
ORD-10520,2025-10-19,C0128,P002,5,0.1,Магазин,5
ORD-10521,2025-02-03,C0153,P011,4,0.0,Партнёр,6
ORD-10522,2025-09-11,C0005,P001,2,0.05,Онлайн,4
ORD-10523,2025-07-25,C0159,P010,2,0.1,Онлайн,4
ORD-10524,2025-05-17,C0029,P003,1,0.05,Магазин,3
ORD-10525,2025-02-20,C0107,P011,5,0.05,Онлайн,4
ORD-10526,2025-11-23,C0007,P001,2,0.05,Онлайн,6
ORD-10527,2025-12-08,C0087,P007,5,0.1,Онлайн,6
ORD-10528,2025-04-11,C0106,P011,4,0.05,Онлайн,5
ORD-10529,2025-05-01,C0117,P005,1,0.05,Партнёр,4
ORD-10530,2025-11-13,C0154,P001,1,0.05,Онлайн,8
ORD-10531,2025-08-29,C0165,P007,3,0.2,Онлайн,9
ORD-10532,2025-06-26,C0167,P008,4,0.0,Магазин,4
ORD-10533,2025-12-09,C0171,P007,3,0.0,Онлайн,5
ORD-10534,2025-03-29,C0176,P008,1,0.1,Партнёр,6
ORD-10535,2025-09-24,C0020,P001,5,0.1,Онлайн,6
ORD-10536,2025-06-10,C0095,P006,6,0.15,Магазин,8
ORD-10537,2025-05-15,C0046,P011,4,0.0,Магазин,6
ORD-10538,2025-07-17,C0093,P007,1,0.05,Онлайн,3
ORD-10539,2025-01-24,C0142,P009,1,0.15,Партнёр,5
ORD-10540,2025-04-10,C0119,P002,3,0.0,Онлайн,3
ORD-10541,2025-11-15,C0159,P009,6,0.15,Магазин,5
ORD-10542,2025-11-25,C0178,P006,2,0.0,Магазин,2
ORD-10543,2025-06-11,C0059,P006,1,0.1,Онлайн,6
ORD-10544,2025-01-18,C0008,P011,3,0.15,Онлайн,3
ORD-10545,2025-09-13,C0137,P004,2,0.15,Магазин,3
ORD-10546,2025-08-22,C0001,P001,1,0.2,Магазин,4
ORD-10547,2025-03-14,C0163,P001,1,0.15,Онлайн,5
ORD-10548,2025-05-08,C0002,P005,2,0.1,Магазин,1
ORD-10549,2025-05-23,C0055,P006,2,0.2,Онлайн,2
ORD-10550,2025-10-17,C0100,P006,3,0.1,Онлайн,5
ORD-10551,2025-06-06,C0164,P003,6,0.1,Онлайн,7
ORD-10552,2025-01-30,C0151,P011,4,0.1,Магазин,3
ORD-10553,2025-04-22,C0135,P010,2,0.05,Магазин,5
ORD-10554,2025-12-16,C0155,P007,4,0.0,Магазин,4
ORD-10555,2025-10-01,C0137,P005,3,0.15,Онлайн,5
ORD-10556,2025-05-21,C0001,P008,4,0.1,Магазин,9
ORD-10557,2025-06-06,C0146,P008,5,0.0,Партнёр,7
ORD-10558,2025-02-15,C0178,P003,6,0.15,Магазин,3
ORD-10559,2025-11-06,C0031,P001,4,0.1,Онлайн,7
ORD-10560,2025-11-04,C0020,P008,3,0.05,Онлайн,6
ORD-10561,2025-12-07,C0028,P005,6,0.05,Онлайн,5
ORD-10562,2025-01-10,C0086,P001,1,0.1,Магазин,4
ORD-10563,2025-09-18,C0107,P010,1,0.05,Партнёр,7
ORD-10564,2025-07-17,C0160,P006,2,0.05,Онлайн,6
ORD-10565,2025-12-22,C0180,P002,1,0.15,Партнёр,6
ORD-10566,2025-04-13,C0062,P002,4,0.05,Магазин,4
ORD-10567,2025-07-15,C0167,P007,4,0.05,Магазин,4
ORD-10568,2025-01-28,C0163,P011,2,0.2,Магазин,5
ORD-10569,2025-01-06,C0087,P007,6,0.05,Магазин,6
ORD-10570,2025-03-27,C0056,P011,3,0.05,Онлайн,5
ORD-10571,2025-06-04,C0047,P009,5,0.0,Магазин,8
ORD-10572,2025-08-17,C0073,P008,5,0.15,Магазин,5
ORD-10573,2025-02-11,C0088,P009,5,0.05,Магазин,5
ORD-10574,2025-03-25,C0146,P006,1,0.0,Партнёр,6
ORD-10575,2025-03-29,C0079,P009,2,0.0,Онлайн,5
ORD-10576,2025-06-10,C0169,P010,1,0.0,Онлайн,8
ORD-10577,2025-04-02,C0041,P005,4,0.05,Магазин,3
ORD-10578,2025-12-01,C0109,P007,5,0.05,Онлайн,7
ORD-10579,2025-04-14,C0174,P007,4,0.0,Онлайн,3
ORD-10580,2025-05-28,C0121,P005,4,0.15,Магазин,4
ORD-10581,2025-02-22,C0035,P003,1,0.2,Магазин,7
ORD-10582,2025-06-22,C0107,P004,1,0.15,Онлайн,7
ORD-10583,2025-07-04,C0097,P008,2,0.0,Магазин,3
ORD-10584,2025-06-10,C0010,P009,5,0.05,Онлайн,7
ORD-10585,2025-06-07,C0155,P010,2,0.0,Онлайн,7
ORD-10586,2025-10-06,C0058,P011,1,0.0,Онлайн,5
ORD-10587,2025-07-15,C0011,P003,2,0.15,Партнёр,5
ORD-10588,2025-05-24,C0044,P004,3,0.0,Онлайн,4
ORD-10589,2025-02-09,C0104,P011,3,0.1,Онлайн,3
ORD-10590,2025-12-04,C0143,P010,6,0.05,Магазин,6
ORD-10591,2025-11-17,C0010,P001,5,0.0,Онлайн,3
ORD-10592,2025-02-03,C0034,P010,1,0.05,Партнёр,7
ORD-10593,2025-05-08,C0069,P009,1,0.1,Онлайн,5
ORD-10594,2025-03-28,C0136,P012,3,0.05,Онлайн,6
ORD-10595,2025-01-15,C0078,P009,6,0.0,Магазин,6
ORD-10596,2025-07-16,C0011,P001,1,0.05,Магазин,3
ORD-10597,2025-11-18,C0133,P009,6,0.1,Партнёр,8
ORD-10598,2025-11-21,C0154,P011,5,0.1,Магазин,8
ORD-10599,2025-08-03,C0086,P002,4,0.05,Партнёр,4
ORD-10600,2025-09-21,C0148,P010,5,0.2,Онлайн,6
ORD-10601,2025-02-06,C0137,P007,6,0.15,Магазин,6
ORD-10602,2025-11-26,C0031,P009,6,0.0,Магазин,6
ORD-10603,2025-10-17,C0080,P008,2,0.0,Партнёр,5
ORD-10604,2025-01-06,C0017,P002,5,0.0,Партнёр,7
ORD-10605,2025-07-31,C0037,P011,1,0.05,Онлайн,5
ORD-10606,2025-08-19,C0084,P005,3,0.0,Онлайн,6
ORD-10607,2025-03-28,C0030,P002,6,0.05,Онлайн,7
ORD-10608,2025-10-21,C0011,P006,5,0.05,Онлайн,5
ORD-10609,2025-04-17,C0114,P008,6,0.2,Магазин,6
ORD-10610,2025-06-21,C0143,P005,3,0.1,Онлайн,5
ORD-10611,2025-02-08,C0174,P008,1,0.15,Партнёр,3
ORD-10612,2025-05-11,C0095,P009,6,0.2,Онлайн,9
ORD-10613,2025-08-15,C0126,P001,2,0.05,Онлайн,5
ORD-10614,2025-02-06,C0102,P002,4,0.1,Магазин,8
ORD-10615,2025-01-06,C0050,P002,1,0.0,Онлайн,7
ORD-10616,2025-04-10,C0004,P001,1,0.1,Магазин,6
ORD-10617,2025-04-04,C0144,P012,4,0.0,Магазин,4
ORD-10618,2025-09-20,C0078,P004,3,0.05,Онлайн,5
ORD-10619,2025-10-20,C0152,P008,5,0.1,Онлайн,8
ORD-10620,2025-07-20,C0131,P005,4,0.0,Онлайн,6
ORD-10621,2025-08-21,C0113,P008,3,0.1,Онлайн,3
ORD-10622,2025-04-15,C0053,P001,3,0.1,Онлайн,3
ORD-10623,2025-06-09,C0051,P005,5,0.1,Магазин,6
ORD-10624,2025-05-17,C0132,P008,5,0.0,Онлайн,5
ORD-10625,2025-07-04,C0050,P012,3,0.05,Магазин,5
ORD-10626,2025-05-19,C0145,P002,3,0.1,Онлайн,6
ORD-10627,2025-10-23,C0006,P011,5,0.05,Партнёр,5
ORD-10628,2025-04-12,C0102,P001,2,0.1,Онлайн,6
ORD-10629,2025-11-04,C0037,P002,1,0.0,Партнёр,5
ORD-10630,2025-03-17,C0001,P002,6,0.0,Онлайн,8
ORD-10631,2025-07-10,C0165,P006,5,0.05,Партнёр,8
ORD-10632,2025-07-31,C0178,P002,6,0.15,Онлайн,5
ORD-10633,2025-11-04,C0120,P006,4,0.1,Партнёр,3
ORD-10634,2025-09-29,C0056,P001,3,0.0,Онлайн,5
ORD-10635,2025-09-26,C0146,P010,5,0.1,Онлайн,6
ORD-10636,2025-02-05,C0147,P006,6,0.1,Магазин,8
ORD-10637,2025-01-11,C0086,P010,6,0.05,Онлайн,5
ORD-10638,2025-05-28,C0094,P012,4,0.1,Онлайн,4
ORD-10639,2025-11-12,C0157,P003,3,0.15,Онлайн,9
ORD-10640,2025-04-01,C0097,P009,5,0.0,Партнёр,6
ORD-10641,2025-10-16,C0106,P003,4,0.0,Онлайн,6
ORD-10642,2025-06-13,C0062,P004,4,0.05,Онлайн,6
ORD-10643,2025-12-05,C0034,P010,2,0.1,Онлайн,6
ORD-10644,2025-04-28,C0038,P009,1,0.15,Онлайн,5
ORD-10645,2025-05-03,C0173,P008,6,0.1,Онлайн,7
ORD-10646,2025-03-15,C0179,P002,6,0.0,Онлайн,8
ORD-10647,2025-07-12,C0024,P002,5,0.0,Онлайн,5
ORD-10648,2025-06-04,C0090,P008,1,0.05,Онлайн,6
ORD-10649,2025-07-29,C0027,P012,4,0.0,Онлайн,8
ORD-10650,2025-11-28,C0010,P008,1,0.05,Магазин,4
ORD-10651,2025-08-06,C0080,P001,4,0.0,Онлайн,4
ORD-10652,2025-06-08,C0040,P002,3,0.2,Партнёр,4
ORD-10653,2025-07-18,C0077,P009,1,0.05,Онлайн,7
ORD-10654,2025-09-02,C0018,P011,3,0.05,Онлайн,2
ORD-10655,2025-04-08,C0065,P012,6,0.0,Онлайн,6
ORD-10656,2025-01-25,C0090,P010,1,0.0,Магазин,7
ORD-10657,2025-12-30,C0032,P003,6,0.0,Магазин,5
ORD-10658,2025-08-25,C0046,P010,3,0.0,Магазин,5
ORD-10659,2025-12-24,C0035,P005,2,0.15,Магазин,8
ORD-10660,2025-06-08,C0118,P009,4,0.05,Партнёр,5
ORD-10661,2025-03-07,C0064,P010,4,0.1,Онлайн,6
ORD-10662,2025-08-28,C0057,P010,6,0.05,Магазин,4
ORD-10663,2025-07-08,C0136,P009,1,0.15,Онлайн,8
ORD-10664,2025-08-30,C0044,P005,2,0.05,Магазин,3
ORD-10665,2025-03-08,C0121,P003,4,0.05,Магазин,6
ORD-10666,2025-03-09,C0053,P004,6,0.05,Магазин,3
ORD-10667,2025-09-28,C0127,P010,1,0.1,Онлайн,6
ORD-10668,2025-08-28,C0051,P009,5,0.15,Онлайн,8
ORD-10669,2025-05-28,C0117,P008,3,0.0,Онлайн,5
ORD-10670,2025-06-09,C0117,P006,4,0.0,Онлайн,4
ORD-10671,2025-05-03,C0050,P004,5,0.05,Онлайн,6
ORD-10672,2025-04-19,C0098,P001,4,0.0,Онлайн,5
ORD-10673,2025-09-30,C0138,P007,6,0.0,Онлайн,8
ORD-10674,2025-03-20,C0107,P002,4,0.1,Партнёр,6
ORD-10675,2025-08-04,C0119,P006,4,0.05,Партнёр,5
ORD-10676,2025-12-18,C0129,P001,5,0.15,Онлайн,6
ORD-10677,2025-08-14,C0149,P011,5,0.05,Магазин,5
ORD-10678,2025-11-13,C0107,P005,6,0.05,Онлайн,6
ORD-10679,2025-07-20,C0144,P008,6,0.05,Партнёр,6
ORD-10680,2025-01-15,C0094,P010,3,0.15,Партнёр,8
ORD-10681,2025-10-13,C0113,P001,3,0.05,Онлайн,4
ORD-10682,2025-02-15,C0091,P001,6,0.1,Магазин,8
ORD-10683,2025-01-01,C0096,P010,1,0.05,Онлайн,5
ORD-10684,2025-01-22,C0006,P002,5,0.05,Онлайн,7
ORD-10685,2025-06-22,C0086,P009,4,0.0,Партнёр,6
ORD-10686,2025-09-05,C0082,P003,2,0.1,Онлайн,5
ORD-10687,2025-04-26,C0072,P002,4,0.0,Онлайн,5
ORD-10688,2025-05-26,C0097,P008,3,0.2,Магазин,2
ORD-10689,2025-04-03,C0054,P009,5,0.1,Магазин,5
ORD-10690,2025-12-07,C0118,P009,6,0.1,Онлайн,5
ORD-10691,2025-05-07,C0088,P006,6,0.15,Онлайн,7
ORD-10692,2025-03-02,C0013,P012,3,0.0,Магазин,5
ORD-10693,2025-08-10,C0151,P011,2,0.05,Онлайн,4
ORD-10694,2025-09-03,C0032,P011,1,0.0,Магазин,1
ORD-10695,2025-02-03,C0111,P001,5,0.1,Онлайн,7
ORD-10696,2025-07-16,C0081,P009,2,0.1,Онлайн,10
ORD-10697,2025-04-06,C0021,P007,4,0.0,Магазин,5
ORD-10698,2025-03-11,C0176,P004,5,0.0,Онлайн,6
ORD-10699,2025-07-02,C0028,P010,2,0.15,Магазин,3
ORD-10700,2025-12-18,C0101,P005,2,0.2,Онлайн,5
ORD-10701,2025-05-26,C0140,P009,1,0.0,Онлайн,9
ORD-10702,2025-08-17,C0118,P008,5,0.15,Онлайн,5
ORD-10703,2025-07-12,C0130,P006,2,0.15,Онлайн,6
ORD-10704,2025-08-09,C0145,P004,3,,Онлайн,8
ORD-10705,2025-01-06,C0153,P009,1,0.0,Онлайн,5
ORD-10706,2025-12-05,C0051,P007,6,0.15,Онлайн,7
ORD-10707,2025-12-06,C0124,P009,4,0.05,Магазин,6
ORD-10708,2025-01-10,C0137,P007,6,0.05,Магазин,3
ORD-10709,2025-02-03,C0039,P011,1,0.05,Партнёр,3
ORD-10710,2025-08-03,C0127,P012,1,0.05,Магазин,4
ORD-10711,2025-01-15,C0162,P012,1,0.15,Онлайн,7
ORD-10712,2025-11-26,C0109,P003,1,0.0,Онлайн,7
ORD-10713,2025-07-09,C0146,P005,3,0.05,Магазин,5
ORD-10714,2025-04-20,C0124,P010,3,0.1,Партнёр,7
ORD-10715,2025-09-23,C0003,P003,1,0.1,Онлайн,4
ORD-10716,2025-01-06,C0113,P001,4,0.15,Онлайн,4
ORD-10717,2025-06-12,C0112,P006,6,0.15,Партнёр,4
ORD-10718,2025-08-04,C0149,P011,4,0.1,Онлайн,4
ORD-10719,2025-11-22,C0100,P004,1,0.1,Магазин,7
ORD-10720,2025-12-10,C0019,P008,6,0.0,Онлайн,9
ORD-10721,2025-09-05,C0013,P004,1,0.0,Онлайн,6
ORD-10722,2025-11-23,C0023,P001,1,0.1,Онлайн,3
ORD-10723,2025-05-06,C0171,P012,5,0.15,Онлайн,5
ORD-10724,2025-07-23,C0033,P012,1,0.1,Онлайн,4
ORD-10725,2025-03-29,C0125,P011,6,0.05,Онлайн,6
ORD-10726,2025-09-17,C0044,P010,4,0.1,Партнёр,5
ORD-10727,2025-05-21,C0086,P010,4,0.0,Онлайн,5
ORD-10728,2025-11-18,C0022,P005,4,0.0,Магазин,3
ORD-10729,2025-06-05,C0131,P009,2,0.15,Онлайн,7
ORD-10730,2025-10-11,C0058,P004,2,0.05,Магазин,6
ORD-10731,2025-07-03,C0055,P007,1,0.1,Магазин,2
ORD-10732,2025-02-14,C0137,P004,4,0.1,Онлайн,4
ORD-10733,2025-08-12,C0033,P006,5,0.0,Магазин,3
ORD-10734,2025-10-12,C0135,P007,1,0.0,Онлайн,4
ORD-10735,2025-07-20,C0166,P006,3,0.15,Онлайн,6
ORD-10736,2025-08-25,C0010,P009,5,0.0,Онлайн,5
ORD-10737,2025-12-09,C0003,P004,1,0.05,Онлайн,4
ORD-10738,2025-07-07,C0111,P003,2,0.1,Онлайн,5
ORD-10739,2025-07-27,C0025,P002,2,0.0,Онлайн,5
ORD-10740,2025-10-20,C0150,P002,3,0.1,Магазин,6
ORD-10741,2025-05-21,C0043,P004,2,0.05,Онлайн,4
ORD-10742,2025-02-25,C0159,P009,6,0.0,Онлайн,6
ORD-10743,2025-06-30,C0089,P004,4,0.0,Магазин,3
ORD-10744,2025-08-09,C0118,P011,4,0.1,Онлайн,4
ORD-10745,2025-09-03,C0106,P004,1,0.15,Онлайн,6
ORD-10746,2025-05-11,C0059,P003,6,0.0,Онлайн,8
ORD-10747,2025-05-12,C0119,P012,6,0.0,Партнёр,5
ORD-10748,2025-01-07,C0117,P001,1,0.05,Магазин,3
ORD-10749,2025-11-25,C0043,P008,5,0.2,Онлайн,6
ORD-10750,2025-11-14,C0143,P009,2,0.15,Онлайн,6
ORD-10751,2025-03-07,C0021,P010,2,0.1,Онлайн,6
ORD-10752,2025-03-19,C0180,P009,1,0.0,Онлайн,4
ORD-10753,2025-01-09,C0089,P003,6,0.15,Онлайн,6
ORD-10754,2025-10-09,C0112,P010,3,0.0,Онлайн,3
ORD-10755,2025-11-10,C0034,P005,5,0.05,Магазин,5
ORD-10756,2025-11-10,C0158,P012,1,0.0,Онлайн,4
ORD-10757,2025-11-12,C0054,P008,5,0.0,Онлайн,5
ORD-10758,2025-12-16,C0140,P012,6,0.1,Онлайн,4
ORD-10759,2025-12-19,C0123,P011,2,0.1,Магазин,2
ORD-10760,2025-08-12,C0118,P011,3,0.05,Онлайн,4
ORD-10761,2025-06-02,C0156,P009,1,0.05,Онлайн,6
ORD-10762,2025-05-31,C0179,P009,3,0.05,Онлайн,5
ORD-10763,2025-03-17,C0046,P002,5,0.05,Онлайн,8
ORD-10764,2025-03-27,C0001,P006,5,0.0,Магазин,6
ORD-10765,2025-07-09,C0131,P005,1,0.1,Партнёр,6
ORD-10766,2025-01-04,C0050,P011,5,0.0,Магазин,5
ORD-10767,2025-03-19,C0007,P008,4,0.1,Онлайн,8
ORD-10768,2025-10-29,C0030,P009,3,0.15,Онлайн,7
ORD-10769,2025-12-01,C0015,P011,3,0.0,Магазин,4
ORD-10770,2025-12-12,C0153,P009,6,0.1,Магазин,7
ORD-10771,2025-06-05,C0165,P001,4,0.15,Онлайн,9
ORD-10772,2025-12-21,C0132,P001,2,0.0,Партнёр,3
ORD-10773,2025-03-20,C0033,P011,2,0.05,Магазин,2
ORD-10774,2025-08-23,C0178,P005,4,0.1,Онлайн,5
ORD-10775,2025-11-23,C0040,P009,1,0.2,Партнёр,6
ORD-10776,2025-01-27,C0122,P009,3,0.05,Онлайн,4
ORD-10777,2025-06-23,C0099,P007,3,0.05,Онлайн,6
ORD-10778,2025-10-02,C0115,P012,6,0.0,Магазин,8
ORD-10779,2025-11-14,C0060,P006,2,0.0,Онлайн,6
ORD-10780,2025-08-16,C0059,P007,2,0.1,Онлайн,8
ORD-10781,2025-01-25,C0125,P003,2,0.0,Онлайн,5
ORD-10782,2025-01-06,C0086,P006,1,0.0,Партнёр,4
ORD-10783,2025-03-12,C0039,P010,2,0.05,Магазин,4
ORD-10784,2025-06-15,C0023,P009,1,0.05,Партнёр,5
ORD-10785,2025-02-10,C0020,P012,4,0.0,Магазин,4
ORD-10786,2025-05-29,C0082,P002,1,0.1,Онлайн,7
ORD-10787,2025-12-09,C0062,P005,6,0.0,Онлайн,6
ORD-10788,2025-12-29,C0007,P011,2,0.1,Онлайн,3
ORD-10789,2025-05-30,C0024,P009,1,0.15,Партнёр,6
ORD-10790,2025-05-05,C0137,P005,5,0.2,Онлайн,5
ORD-10791,2025-04-13,C0082,P006,6,0.1,Онлайн,5
ORD-10792,2025-06-05,C0131,P010,6,0.05,Магазин,8
ORD-10793,2025-03-03,C0087,P003,4,0.15,Партнёр,8
ORD-10794,2025-10-06,C0062,P011,3,0.0,Онлайн,7
ORD-10795,2025-07-02,C0078,P006,2,0.05,Магазин,4
ORD-10796,2025-04-06,C0111,P006,6,0.1,Онлайн,9
ORD-10797,2025-06-03,C0107,P001,4,0.0,Онлайн,6
ORD-10798,2025-09-30,C0049,P012,4,0.0,Онлайн,3
ORD-10799,2025-04-02,C0047,P001,4,0.05,Онлайн,7
ORD-10800,2025-02-15,C0062,P008,2,0.15,Магазин,6
ORD-10801,2025-03-10,C0009,P005,1,0.1,Онлайн,6
ORD-10802,2025-06-16,C0141,P005,2,0.0,Онлайн,2
ORD-10803,2025-08-01,C0112,P005,6,0.0,Онлайн,4
