order_id,order_date,client_id,product_id,region_id,channel,quantity,unit_price,discount,comment,channel_raw,order_date_raw,is_duplicate_order,invalid_date,invalid_quantity,invalid_price,invalid_discount,missing_key,unknown_product,unknown_client,unknown_region,exclude_from_report,quality_status,gross_revenue,revenue,product_name,category,cost,segment,loyalty_level,registration_date,region_name,macro_region,margin,order_month,revenue_zscore,revenue_minmax
ORD-1082,2026-01-21,C001,P006,R04,retail,5,29453.55,0.0,repeat client,retail,2026-01-21,False,False,False,False,False,False,False,False,False,False,ready_for_report,147267.75,147267.75,Standing Desk,Furniture,21500,B2C,Gold,2024-01-26,Екатеринбург,Уральский,39767.75,2026-01,0.8306080771220039,0.22801912559394477
ORD-1083,2026-02-06,C030,P010,R01,marketplace,3,3925.59,0.15,regular order,marketplace,2026-02-06,False,False,False,False,False,False,False,False,False,False,ready_for_report,11776.77,10010.254500000001,Noise Cancelling Headset,Accessories,3100,B2B,Silver,2024-09-28,Москва,Центральный,710.2545000000009,2026-02,-0.5186843103225786,0.0145730346501445
ORD-1084,2026-03-26,C013,P009,R04,online,6,1972.7,0.1,regular order,online,2026-03-26,False,False,False,False,False,False,False,False,False,False,ready_for_report,11836.2,10652.580000000002,Keyboard Compact,Accessories,1200,SMB,Platinum,2024-02-14,Екатеринбург,Уральский,3452.5800000000017,2026-03,-0.5123700110250838,0.015571900807428582
ORD-1085,2026-01-08,C011,P005,R03,retail,2,12440.7,0.0,promo,Retail ,2026-01-08,False,False,False,False,False,False,False,False,False,False,ready_for_report,24881.4,24881.4,Office Chair,Furniture,7300,B2C,Platinum,2024-04-04,Казань,Приволжский,10281.400000000001,2026-01,-0.3724954020765384,0.03769882361539257
ORD-1086,2026-03-31,C026,P015,R03,retail,6,11678.37,0.05,repeat client,Retail ,2026-03-31,False,False,False,False,False,False,False,False,False,False,ready_for_report,70070.22,66566.709,Coffee Machine,Appliances,8900,B2C,Platinum,2024-11-19,Казань,Приволжский,13166.709000000003,2026-03,0.03728673693950633,0.10252272429507835
ORD-1087,2026-02-11,C039,P015,R03,online,1,11482.97,0.07,,online,2026-02-11,False,False,False,False,False,False,False,False,False,False,ready_for_report,11482.97,10679.1621,Coffee Machine,Appliances,8900,B2C,Gold,2025-11-29,Казань,Приволжский,1779.1620999999996,2026-02,-0.5121086990650947,0.015613238042334464
ORD-1088,2026-01-03,C018,P008,R05,online,5,25098.86,0.1,regular order,online,2026-01-03,False,False,False,False,False,False,False,False,False,False,ready_for_report,125494.3,112944.87000000001,Monitor 27,Electronics,14500,B2B,Platinum,2024-04-13,Новосибирск,Сибирский,40444.87000000001,2026-01,0.4932013618787267,0.1746443751714213
ORD-1089,2026-01-24,C038,P016,R04,marketplace,4,11170.17,0.05,repeat client,marketplace,2026-01-24,False,False,False,False,False,False,False,False,False,False,ready_for_report,44680.68,42446.646,Water Cooler,Appliances,7400,SMB,Bronze,2025-07-20,Екатеринбург,Уральский,12846.646,2026-01,-0.1998224808269197,0.06501414859279044
ORD-1090,2026-02-11,C007,P003,R02,online,4,965.25,0.05,repeat client, ONLINE ,2026-02-11,False,False,False,False,False,False,False,False,False,False,ready_for_report,3861.0,3667.95,Wireless Mouse,Accessories,650,Enterprise,Platinum,2024-08-13,Санкт-Петербург,Северо-Западный,1067.9499999999998,2026-02,-0.5810315296823075,0.004710257406767841
ORD-1091,2026-01-05,C030,P016,R01,online,4,10316.41,0.1,promo, ONLINE ,2026-01-05,False,False,False,False,False,False,False,False,False,False,ready_for_report,41265.64,37139.076,Water Cooler,Appliances,7400,B2B,Silver,2024-09-28,Москва,Центральный,7539.076000000001,2026-01,-0.2519978740230548,0.056760464050582056
ORD-1092,2026-01-01,C035,P011,R04,retail,4,3400.7,0.1,,retail,2026-01-01,False,False,False,False,False,False,False,False,False,False,ready_for_report,13602.8,12242.52,Webcam HD,Electronics,2600,B2C,Silver,2024-06-05,Екатеринбург,Уральский,1842.5200000000004,2026-01,-0.49674030766586985,0.01804438128362367
ORD-1093,2026-03-22,C029,P007,R01,online,5,14790.35,0.07,promo,Online,2026-03-22,False,False,False,False,False,False,False,False,False,False,ready_for_report,73951.75,68775.1275,Monitor 24,Electronics,9800,Enterprise,Platinum,2025-10-20,Москва,Центральный,19775.127500000002,2026-03,0.0589963146896102,0.10595698698707808
ORD-1094,2026-03-04,C008,P005,R01,marketplace,4,12511.01,0.15,regular order,marketplace,2026-03-04,False,False,False,False,False,False,False,False,False,False,ready_for_report,50044.04,42537.434,Office Chair,Furniture,7300,SMB,Silver,2024-01-07,Москва,Центральный,13337.434000000001,2026-03,-0.1989300009166235,0.06515533100060003
ORD-1095,2026-02-22,C006,P006,R02,marketplace,1,30215.56,0.1,,MarketPlace,2026-02-22,False,False,False,False,False,False,False,False,False,False,ready_for_report,30215.56,27194.004,Standing Desk,Furniture,21500,B2C,Silver,2025-07-28,Санкт-Петербург,Северо-Западный,5694.004000000001,2026-02,-0.3497616419929305,0.041295102870691935
ORD-1096,2026-03-05,C019,P015,R05,marketplace,6,15339.42,0.03,promo,marketplace,2026-03-05,False,False,False,False,False,False,False,False,False,False,ready_for_report,92036.52,89275.4244,Coffee Machine,Appliances,8900,SMB,Gold,2025-04-09,Новосибирск,Сибирский,35875.4244,2026-03,0.26052188126621856,0.1378365446065183
ORD-1097,2026-02-28,C036,P014,R02,retail,4,19341.4,0.03,regular order,retail,2026-02-28,False,False,False,False,False,False,False,False,False,False,ready_for_report,77365.6,75044.632,Printer A4,Electronics,11600,Enterprise,Bronze,2025-09-02,Санкт-Петербург,Северо-Западный,28644.631999999998,2026-02,0.12062788288982952,0.11570655456300376
ORD-1098,2026-02-13,C033,P005,R03,marketplace,3,12278.7,0.07,,MarketPlace,2026-02-13,False,False,False,False,False,False,False,False,False,False,ready_for_report,36836.100000000006,34257.573000000004,Office Chair,Furniture,7300,SMB,Silver,2024-08-12,Казань,Приволжский,12357.573000000004,2026-02,-0.28032412351591923,0.05227950256172236
ORD-1099,2026-03-26,C032,P010,R02,retail,5,5000.38,0.1,repeat client,retail,2026-03-26,False,False,False,False,False,False,False,False,False,False,ready_for_report,25001.9,22501.710000000003,Noise Cancelling Headset,Accessories,3100,Enterprise,Platinum,2025-08-20,Санкт-Петербург,Северо-Западный,7001.710000000003,2026-03,-0.3958886425679329,0.03399822040747485
ORD-1100,2026-02-28,C021,P012,R02,marketplace,5,254.92,0.07,regular order,marketplace,2026-02-28,False,False,False,False,False,False,False,False,False,False,ready_for_report,1274.6,1185.378,Notebook Pack,Office Supplies,180,B2B,Gold,2025-11-17,Санкт-Петербург,Северо-Западный,285.37799999999993,2026-02,-0.6054361386159091,0.0008496646795274386
ORD-1101,2026-02-10,C031,P013,R06,marketplace,4,300.69,0.0,repeat client,MarketPlace,2026-02-10,False,False,False,False,False,False,False,False,False,False,ready_for_report,1202.76,1202.76,Marker Set,Office Supplies,220,B2B,Gold,2025-07-28,Ростов-на-Дону,Южный,322.76,2026-02,-0.6052652670712031,0.0008766950427092085
ORD-1102,2026-03-05,C003,P013,R02,retail,6,383.73,0.03,promo,Retail ,2026-03-05,False,False,False,False,False,False,False,False,False,False,ready_for_report,2302.38,2233.3086,Marker Set,Office Supplies,220,B2C,Bronze,2025-11-23,Санкт-Петербург,Северо-Западный,913.3085999999998,2026-03,-0.5951345898662437,0.00247927834350684
ORD-1103,2026-03-09,C030,P004,R01,marketplace,4,3036.77,0.0,regular order,marketplace,2026-03-09,False,False,False,False,False,False,False,False,False,False,ready_for_report,12147.08,12147.08,USB-C Hub,Accessories,1800,B2B,Silver,2024-09-28,Москва,Центральный,4947.08,2026-03,-0.4976785184716886,0.017895964653657722
ORD-1104,2026-03-02,C017,P014,R03,retail,2,19551.41,0.0,repeat client,Retail ,2026-03-02,False,False,False,False,False,False,False,False,False,False,ready_for_report,39102.82,39102.82,Printer A4,Electronics,11600,B2B,Bronze,2024-10-23,Казань,Приволжский,15902.82,2026-03,-0.2326935378887125,0.05981423884726951
ORD-1105,2026-02-18,C021,P003,R06,marketplace,6,1089.32,0.1,repeat client,marketplace,2026-02-18,False,False,False,False,False,False,False,False,False,False,ready_for_report,6535.92,5882.328,Wireless Mouse,Accessories,650,B2B,Gold,2025-11-17,Ростов-на-Дону,Южный,1982.3280000000004,2026-02,-0.5592633678238919,0.008153787585212272
ORD-1106,2026-03-29,C019,P002,R02,marketplace,2,107552.35,0.15,,marketplace,2026-03-29,False,False,False,False,False,False,False,False,False,False,ready_for_report,215104.7,182838.995,Laptop Pro 15,Electronics,69000,SMB,Gold,2025-04-09,Санкт-Петербург,Северо-Западный,44838.994999999995,2026-03,1.1802866860430457,0.2833351807761858
ORD-1107,2026-01-13,C029,P014,R02,marketplace,6,20174.36,0.15,promo,marketplace,2026-01-13,False,False,False,False,False,False,False,False,False,False,ready_for_report,121046.16,102889.236,Printer A4,Electronics,11600,Enterprise,Platinum,2025-10-20,Санкт-Петербург,Северо-Западный,33289.236000000004,2026-01,0.39435072820146483,0.15900708147432355
ORD-1108,2026-02-15,C024,P001,R04,online,1,53465.81,0.05,regular order,Online,2026-02-15,False,False,False,False,False,False,False,False,False,False,ready_for_report,53465.81,50792.519499999995,Laptop Basic 14,Electronics,42000,Enterprise,Silver,2024-10-03,Екатеринбург,Уральский,8792.519499999995,2026-02,-0.11777943072532823,0.07799263160821492
ORD-1109,2026-01-23,C006,P014,R05,marketplace,2,17782.38,0.03,repeat client,MarketPlace,2026-01-23,False,False,False,False,False,False,False,False,False,False,ready_for_report,35564.76,34497.8172,Printer A4,Electronics,11600,B2C,Silver,2025-07-28,Новосибирск,Сибирский,11297.817199999998,2026-01,-0.2779624334019706,0.05265310099563753
ORD-1110,2026-01-30,C030,P008,R06,online,5,21733.09,0.03,repeat client, ONLINE ,2026-01-30,False,False,False,False,False,False,False,False,False,False,ready_for_report,108665.45,105405.4865,Monitor 27,Electronics,14500,B2B,Silver,2024-09-28,Ростов-на-Дону,Южный,32905.4865,2026-01,0.41908640935451064,0.16292004689092174
ORD-1111,2026-03-28,C035,P009,R02,online,4,1900.1,0.05,repeat client,online,2026-03-28,False,False,False,False,False,False,False,False,False,False,ready_for_report,7600.4,7220.379999999999,Keyboard Compact,Accessories,1200,B2C,Silver,2024-06-05,Санкт-Петербург,Северо-Западный,2420.379999999999,2026-03,-0.5461098174765814,0.01023456261202699
ORD-1112,2026-02-24,C017,P012,R04,marketplace,3,313.89,0.15,promo,MarketPlace,2026-02-24,False,False,False,False,False,False,False,False,False,False,ready_for_report,941.67,800.4195,Notebook Pack,Office Supplies,180,B2B,Bronze,2024-10-23,Екатеринбург,Уральский,260.41949999999997,2026-02,-0.6092204242874488,0.00025102424316169605
ORD-1113,2026-01-31,C025,P007,R05,online,4,17146.93,0.0,promo, ONLINE ,2026-01-31,False,False,False,False,False,False,False,False,False,False,ready_for_report,68587.72,68587.72,Monitor 24,Electronics,9800,SMB,Silver,2024-02-27,Новосибирск,Сибирский,29387.72,2026-01,0.05715402904845903,0.10566555373497892
ORD-1114,2026-02-05,C001,P010,R05,marketplace,6,3909.01,0.07,,MarketPlace,2026-02-05,False,False,False,False,False,False,False,False,False,False,ready_for_report,23454.06,21812.2758,Noise Cancelling Headset,Accessories,3100,B2C,Gold,2024-01-26,Новосибирск,Сибирский,3212.2757999999994,2026-02,-0.4026660379612792,0.03292609655429725
ORD-1115,2026-03-19,C023,P016,R02,marketplace,3,12331.5,0.03,regular order,marketplace,2026-03-19,False,False,False,False,False,False,False,False,False,False,ready_for_report,36994.5,35884.665,Water Cooler,Appliances,7400,B2B,Platinum,2024-06-16,Санкт-Петербург,Северо-Западный,13684.665,2026-03,-0.26432920213640176,0.054809757290185834
ORD-1116,2026-03-29,C009,P009,R06,online,6,1906.66,0.15,,online,2026-03-29,False,False,False,False,False,False,False,False,False,False,ready_for_report,11439.960000000001,9723.966,Keyboard Compact,Accessories,1200,Enterprise,Gold,2024-12-14,Ростов-на-Дону,Южный,2523.9660000000003,2026-03,-0.5214986330832829,0.014127833745198916
ORD-1117,2026-02-16,C009,P010,R01,online,1,5097.35,0.1,promo, ONLINE ,2026-02-16,False,False,False,False,False,False,False,False,False,False,ready_for_report,5097.35,4587.615000000001,Noise Cancelling Headset,Accessories,3100,Enterprise,Gold,2024-12-14,Москва,Центральный,1487.6150000000007,2026-02,-0.5719908796327136,0.006140408077321423
ORD-1118,2026-02-16,C034,P014,R05,online,2,15518.71,0.1,regular order, ONLINE ,2026-02-16,False,False,False,False,False,False,False,False,False,False,ready_for_report,31037.42,27933.678,Printer A4,Electronics,11600,Enterprise,Bronze,2024-04-03,Новосибирск,Сибирский,4733.678,2026-02,-0.34249037062261267,0.042445353524017924
ORD-1119,2026-02-13,C008,P009,R04,online,4,2048.43,0.05,regular order,online,2026-02-13,False,False,False,False,False,False,False,False,False,False,ready_for_report,8193.72,7784.033999999999,Keyboard Compact,Accessories,1200,SMB,Silver,2024-01-07,Екатеринбург,Уральский,2984.0339999999987,2026-02,-0.5405688883740779,0.011111088462266163
ORD-1120,2026-02-20,C036,P008,R03,online,6,24361.02,0.15,repeat client,online,2026-02-20,False,False,False,False,False,False,False,False,False,False,ready_for_report,146166.12,124241.20199999999,Monitor 27,Electronics,14500,Enterprise,Bronze,2025-09-02,Казань,Приволжский,37241.20199999999,2026-02,0.6042485197634239,0.19221105084636364
ORD-1121,2026-02-17,C017,P001,R05,retail,1,58053.63,0.07,promo,retail,2026-02-17,False,False,False,False,False,False,False,False,False,False,ready_for_report,58053.63,53989.87589999999,Laptop Basic 14,Electronics,42000,B2B,Bronze,2024-10-23,Новосибирск,Сибирский,11989.875899999992,2026-02,-0.08634822447497659,0.08296476972313586
ORD-1122,2026-03-21,C036,P004,R03,retail,4,2857.35,0.0,regular order,Retail ,2026-03-21,False,False,False,False,False,False,False,False,False,False,ready_for_report,11429.4,11429.4,USB-C Hub,Accessories,1800,Enterprise,Bronze,2025-09-02,Казань,Приволжский,4229.4,2026-03,-0.5047335806167007,0.01677991638255586
ORD-1123,2026-02-08,C027,P003,R01,online,4,1019.01,0.15,,Online,2026-02-08,False,False,False,False,False,False,False,False,False,False,ready_for_report,4076.04,3464.634,Wireless Mouse,Accessories,650,SMB,Silver,2024-03-08,Москва,Центральный,864.634,2026-02,-0.5830302018134458,0.0043940851986983024
ORD-1124,2026-01-13,C016,P002,R05,online,4,96750.58,0.0,repeat client,Online,2026-01-13,False,False,False,False,False,False,False,False,False,False,ready_for_report,387002.32,387002.32,Laptop Pro 15,Electronics,69000,B2B,Bronze,2024-03-12,Новосибирск,Сибирский,111002.32,2026-01,3.1872883380429844,0.6008250451846375
ORD-1125,2026-03-11,C027,P015,R05,marketplace,6,12776.0,0.15,regular order,marketplace,2026-03-11,False,False,False,False,False,False,False,False,False,False,ready_for_report,76656.0,65157.6,Coffee Machine,Appliances,8900,SMB,Silver,2024-03-08,Новосибирск,Сибирский,11757.599999999999,2026-03,0.023434669772947444,0.1003314501015045
ORD-1126,2026-02-22,C018,P014,R01,marketplace,4,18298.55,0.1,promo,marketplace,2026-02-22,False,False,False,False,False,False,False,False,False,False,ready_for_report,73194.2,65874.78,Printer A4,Electronics,11600,B2B,Platinum,2024-04-13,Москва,Центральный,19474.78,2026-02,0.03048481673142452,0.10144672083368156
ORD-1127,2026-01-13,C024,P007,R05,marketplace,2,14422.58,0.05,promo,marketplace,2026-01-13,False,False,False,False,False,False,False,False,False,False,ready_for_report,28845.16,27402.902,Monitor 24,Electronics,9800,Enterprise,Silver,2024-10-03,Новосибирск,Сибирский,7802.901999999998,2026-01,-0.3477080967193145,0.041619955523317945
ORD-1128,2026-02-28,C006,P002,R06,online,2,99985.82,0.0,,Online,2026-02-28,False,False,False,False,False,False,False,False,False,False,ready_for_report,199971.64,199971.64,Laptop Pro 15,Electronics,69000,B2C,Silver,2025-07-28,Ростов-на-Дону,Южный,61971.640000000014,2026-02,1.3487069780721284,0.3099777775207683
ORD-1129,2026-03-14,C014,P002,R01,marketplace,2,113394.41,0.03,regular order,MarketPlace,2026-03-14,False,False,False,False,False,False,False,False,False,False,ready_for_report,226788.82,219985.1554,Laptop Pro 15,Electronics,69000,B2C,Bronze,2025-01-22,Москва,Центральный,81985.15539999999,2026-03,1.545447300900071,0.3411003520119628
ORD-1130,2026-01-19,C039,P007,R01,online,2,16233.96,0.05,regular order, ONLINE ,2026-01-19,False,False,False,False,False,False,False,False,False,False,ready_for_report,32467.92,30844.523999999998,Monitor 24,Electronics,9800,B2C,Gold,2025-11-29,Москва,Центральный,11244.523999999998,2026-01,-0.31387566849274967,0.04697194566221847
ORD-1131,2026-03-26,C002,P005,R02,online,2,11096.79,0.0,promo,online,2026-03-26,False,False,False,False,False,False,False,False,False,False,ready_for_report,22193.58,22193.58,Office Chair,Furniture,7300,B2B,Silver,2024-08-16,Санкт-Петербург,Северо-Западный,7593.580000000002,2026-03,-0.3989176754220498,0.0335190542696772
ORD-1132,2026-02-03,C004,P008,R02,marketplace,1,22394.18,0.03,repeat client,marketplace,2026-02-03,False,False,False,False,False,False,False,False,False,False,ready_for_report,22394.18,21722.3546,Monitor 27,Electronics,14500,Enterprise,Bronze,2024-02-02,Санкт-Петербург,Северо-Западный,7222.354599999999,2026-02,-0.4035499969041982,0.03278626208796768
ORD-1133,2026-02-16,C033,P004,R05,online,4,2921.1,0.07,repeat client,online,2026-02-16,False,False,False,False,False,False,False,False,False,False,ready_for_report,11684.4,10866.491999999998,USB-C Hub,Accessories,1800,SMB,Silver,2024-08-12,Новосибирск,Сибирский,3666.4919999999984,2026-02,-0.5102671762608939,0.01590455062039249
ORD-1134,2026-03-26,C034,P008,R03,retail,1,24979.26,0.15,,retail,2026-03-26,False,False,False,False,False,False,False,False,False,False,ready_for_report,24979.26,21232.371,Monitor 27,Electronics,14500,Enterprise,Bronze,2024-04-03,Казань,Приволжский,6732.370999999999,2026-03,-0.4083667184904717,0.03202429944493978
ORD-1135,2026-03-29,C007,P002,R04,marketplace,4,120701.24,0.07,repeat client,marketplace,2026-03-29,False,False,False,False,False,False,False,False,False,False,ready_for_report,482804.96,449008.6128,Laptop Pro 15,Electronics,69000,Enterprise,Platinum,2024-08-13,Екатеринбург,Уральский,173008.6128,2026-03,3.796833328966266,0.6972496576538101
ORD-1136,2026-01-19,C005,P003,R02,online,3,1104.76,0.1,promo, ONLINE ,2026-01-19,False,False,False,False,False,False,False,False,False,False,ready_for_report,3314.2799999999997,2982.852,Wireless Mouse,Accessories,650,B2C,Silver,2024-08-11,Санкт-Петербург,Северо-Западный,1032.8519999999999,2026-01,-0.5877662986119468,0.0036448766821616883
ORD-1137,2026-02-28,C033,P013,R05,retail,5,384.41,0.05,,retail,2026-02-28,False,False,False,False,False,False,False,False,False,False,ready_for_report,1922.0500000000002,1825.9475,Marker Set,Office Supplies,220,SMB,Silver,2024-08-12,Новосибирск,Сибирский,725.9475,2026-02,-0.5991391014535256,0.0018458001201076195
ORD-1138,2026-01-28,C028,P004,R04,online,6,3017.51,0.1,repeat client,Online,2026-01-28,False,False,False,False,False,False,False,False,False,False,ready_for_report,18105.06,16294.554000000002,USB-C Hub,Accessories,1800,SMB,Platinum,2024-08-05,Екатеринбург,Уральский,5494.554000000002,2026-01,-0.4569073017527857,0.024345609602855034
ORD-1139,2026-01-13,C021,P011,R04,online,4,4325.64,0.07,promo, ONLINE ,2026-01-13,False,False,False,False,False,False,False,False,False,False,ready_for_report,17302.56,16091.3808,Webcam HD,Electronics,2600,B2B,Gold,2025-11-17,Екатеринбург,Уральский,5691.380800000001,2026-01,-0.4589045701066496,0.024029659459902417
ORD-1140,2026-01-09,C006,P012,R01,online,6,310.82,0.07,repeat client,online,2026-01-09,False,False,False,False,False,False,False,False,False,False,ready_for_report,1864.92,1734.3755999999998,Notebook Pack,Office Supplies,180,B2C,Silver,2025-07-28,Москва,Центральный,654.3755999999998,2026-01,-0.6000392873932715,0.0017033986867717138
ORD-1141,2026-03-13,C004,P004,R05,retail,3,2920.13,0.03,promo,Retail ,2026-03-13,False,False,False,False,False,False,False,False,False,False,ready_for_report,8760.39,8497.5783,USB-C Hub,Accessories,1800,Enterprise,Bronze,2024-02-02,Новосибирск,Сибирский,3097.578299999999,2026-03,-0.533554481702972,0.01222070539790543
ORD-1142,2026-01-07,C019,P004,R05,online,6,2619.73,0.07,promo, ONLINE ,2026-01-07,False,False,False,False,False,False,False,False,False,False,ready_for_report,15718.380000000001,14618.0934,USB-C Hub,Accessories,1800,SMB,Gold,2025-04-09,Новосибирск,Сибирский,3818.0933999999997,2026-01,-0.47338753488825613,0.021738582858065722
ORD-1143,2026-03-26,C031,P004,R02,marketplace,2,2770.13,0.03,,MarketPlace,2026-03-26,False,False,False,False,False,False,False,False,False,False,ready_for_report,5540.26,5374.0522,USB-C Hub,Accessories,1800,B2B,Gold,2025-07-28,Санкт-Петербург,Северо-Западный,1774.0522,2026-03,-0.56425990856044,0.007363379147143891
ORD-1144,2026-02-05,C037,P012,R02,marketplace,3,301.08,0.0,repeat client,MarketPlace,2026-02-05,False,False,False,False,False,False,False,False,False,False,ready_for_report,903.24,903.24,Notebook Pack,Office Supplies,180,Enterprise,Platinum,2025-01-25,Санкт-Петербург,Северо-Западный,363.24,2026-02,-0.6082096604131857,0.00041091812519662675
ORD-1145,2026-02-04,C002,P001,R02,online,6,65288.89,0.15,promo, ONLINE ,2026-02-04,False,False,False,False,False,False,False,False,False,False,ready_for_report,391733.33999999997,332973.339,Laptop Basic 14,Electronics,42000,B2B,Silver,2024-08-16,Санкт-Петербург,Северо-Западный,80973.33899999998,2026-02,2.656163298210912,0.5168057735950079
ORD-1146,2026-03-14,C026,P011,R01,online,2,3706.33,0.03,,Online,2026-03-14,False,False,False,False,False,False,False,False,False,False,ready_for_report,7412.66,7190.280199999999,Webcam HD,Electronics,2600,B2C,Platinum,2024-11-19,Москва,Центральный,1990.2801999999992,2026-03,-0.5464057097399194,0.010187755079769562
ORD-1147,2026-02-23,C030,P003,R03,online,2,1054.99,0.07,promo,Online,2026-02-23,False,False,False,False,False,False,False,False,False,False,ready_for_report,2109.98,1962.2813999999998,Wireless Mouse,Accessories,650,B2B,Silver,2024-09-28,Казань,Приволжский,662.2813999999998,2026-02,-0.597798888354412,0.002057809948147378
ORD-1148,2026-01-11,C004,P010,R02,online,5,4993.47,0.1,,Online,2026-01-11,False,False,False,False,False,False,False,False,False,False,ready_for_report,24967.350000000002,22470.615,Noise Cancelling Headset,Accessories,3100,Enterprise,Bronze,2024-02-02,Санкт-Петербург,Северо-Западный,6970.615000000002,2026-01,-0.3961943180185504,0.03394986526174149
ORD-1149,2026-03-04,C039,P003,R04,retail,6,900.93,0.07,promo,retail,2026-03-04,False,False,False,False,False,False,False,False,False,False,ready_for_report,5405.58,5027.189399999999,Wireless Mouse,Accessories,650,B2C,Gold,2025-11-29,Екатеринбург,Уральский,1127.1893999999993,2026-03,-0.5676696992886097,0.006823980490013203
ORD-1150,2026-02-25,C008,P007,R03,marketplace,1,15949.22,0.05,repeat client,marketplace,2026-02-25,False,False,False,False,False,False,False,False,False,False,ready_for_report,15949.22,15151.758999999998,Monitor 24,Electronics,9800,SMB,Silver,2024-01-07,Казань,Приволжский,5351.758999999998,2026-02,-0.4681414029455307,0.02256847441171991
