order_id,order_date,client_id,product_id,region_id,channel,quantity,unit_price,discount,comment,channel_raw,order_date_raw,is_duplicate_order,invalid_date,invalid_quantity,invalid_price,invalid_discount,missing_key,unknown_product,unknown_client,unknown_region,exclude_from_report,quality_status
ORD-2405,2026-02-20,C037,P999,R06,online,3,7655.06,0.05,missing product reference test,Online,2026-02-20,False,False,False,False,False,False,True,False,False,True,excluded
ORD-2406,2026-02-21,C033,P018,R02,online,4,2138.52,0.05,missing product reference test,online,2026-02-21,False,False,False,False,False,False,True,False,False,True,excluded
ORD-2501,2026-02-26,C999,P011,R06,online,2,1430.56,0.05,missing client reference test,online,2026-02-26,False,False,False,False,False,False,False,True,False,True,excluded
ORD-2502,2026-02-27,C888,P015,R04,retail,2,5002.88,0.05,missing client reference test,Retail ,2026-02-27,False,False,False,False,False,False,False,True,False,True,excluded
ORD-2503,2026-02-28,C999,P010,R04,retail,3,8467.87,0.05,missing client reference test,retail,2026-02-28,False,False,False,False,False,False,False,True,False,True,excluded
ORD-2601,2026-03-08,C004,P011,R99,online,3,2039.57,0.05,missing region reference test,online,2026-03-08,False,False,False,False,False,False,False,False,True,True,excluded
ORD-2602,2026-03-09,C025,P010,R98,online,2,4666.98,0.05,missing region reference test, ONLINE ,2026-03-09,False,False,False,False,False,False,False,False,True,True,excluded
ORD-2603,2026-03-10,C038,P005,R99,online,3,11644.66,0.05,missing region reference test, ONLINE ,2026-03-10,False,False,False,False,False,False,False,False,True,True,excluded
ORD-2604,2026-03-11,C026,P005,R98,retail,1,4405.4,0.05,missing region reference test,Retail ,2026-03-11,False,False,False,False,False,False,False,False,True,True,excluded
ORD-2701,2026-03-18,C025,P011,,marketplace,2,8371.28,0.05,missing region id test,MarketPlace,2026-03-18,False,False,False,False,False,True,False,False,True,True,excluded
ORD-2702,2026-03-19,C034,P003,,marketplace,4,6593.37,0.05,missing region id test,marketplace,2026-03-19,False,False,False,False,False,True,False,False,True,True,excluded
ORD-2703,2026-03-20,C002,P012,,online,2,11462.86,0.05,missing region id test, ONLINE ,2026-03-20,False,False,False,False,False,True,False,False,True,True,excluded
ORD-2704,2026-03-21,C022,P016,,online,2,11999.74,0.05,missing region id test,Online,2026-03-21,False,False,False,False,False,True,False,False,True,True,excluded
ORD-2705,2026-03-22,C010,P003,,online,1,6584.59,0.05,missing region id test, ONLINE ,2026-03-22,False,False,False,False,False,True,False,False,True,True,excluded
ORD-1009,2026-03-04,C014,P003,R05,online,5,979.6,0.15,"same order id, changed quantity",Online,2026-03-04,True,False,False,False,False,False,False,False,False,True,excluded
ORD-1026,2026-03-23,C028,P016,R03,online,3,10179.15,0.0,"same order id, changed quantity",online,2026-03-23,True,False,False,False,False,False,False,False,False,True,excluded
